aar;video_url;kommune;tittel;tema;hva_er_spesielt;folelse;antrekk;type_bygg_og_industri;type_historisk;type_natur_og_idrett;type_kunst_og_haandverk;type_idrett_og_fysisk_aktivitet;tema_samlere_entusiaster_og_oppfinnere;tema_vitenskap;relasjoner;type_musikere;type_mat;type_dyr;antall_menn;antall_kvinner;tema_natur_og_friluftsliv;tema_kjop_og_salg;type_landbruk_og_fiske;offentlige_tjenester_og_veldedighet;hovedperson1_kjonn;hovedperson2_kjonn;hovedperson3_kjonn;hovedperson1_alder;hovedperson2_alder;hovedperson3_alder;tema_politikk_og_media
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=2m7s;Bergen;Rypejakt;Natur og friluftsliv;;;Caps;;;;;;;;;;;;4;;Jakt;;;;Mann;Mann;;10 til 15;40 til 50;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=5m57s;Sirdal;Kraftutbygging;Bygg og industri;;;Hjelm;Anlegg, Kraftproduksjon;;;;;;;;;;;1;;;;;;Mann;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=10m14s;Øksnes;Fraflyttingstilskudd;Politikk;;;Caps, Slips;;;;;;;;;;;;;;;;;;;;;;;;Distriktspolitikk, Samferdselspolitikk
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=18m14s;Orkdal;Trønderlån;Kunst og Håndverk;;;;;;;Restaurering og reparasjon;;;;;;;;;2;;;;;Kvinne;Kvinne;;40 til 50;40 til 50;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=22m29s;Finnøy;Dyrking av tomater;Landbruk og fiske;;;;;;;;;;;;;;;3;;;;Grønnsaker og urter, Tomat;;Mann;Mann;;30 til 40;40 til 50;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=26m26s;Østre Toten;Nydyrking;Landbruk og fiske;;;Caps;;;;;;;;;;;;1;;;;Åker og jorder og nydyrking;;Mann;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=30m29s;Stranda;Etter turistsesongen;Natur og friluftsliv;Spesiell latter;;Caps, Hjelm;;;;;;;;;;;;3;;Turisme;;;;Mann;Mann;;30 til 40;80 til 90;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=34m51s;Bergen;Bomullsveveri;Bygg og industri;;;Caps, Slips;Tekstilproduksjon;;;;;;;;;;;10;1;;;;;Mann;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004676/02-10-1976#t=38m41s;Øvre Eiker;Elgjakt;Natur og friluftsliv;;;Caps;;;;;;;;;;;;;1;Jakt;;;;Kvinne;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004776/16-10-1976#t=28s;Bodø;Havørner;Dyr;;;Hatt;;;;;;;;;;;Fugl, Ørn;3;;;;;;;;;;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004776/16-10-1976#t=9m42s;Ullensvang;Eplehøsten;Landbruk og fiske;;;Slips, Sydvest;;;;;;;;;;;;2;7;;;Eple, Frukt;;Kvinne;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004776/16-10-1976#t=15m49s;Vardø;Rognebærtreet på Vardøhus festning;Natur og friluftsliv;;;Hatt, Uniform;;;;;;;;;;;;3;;Trær;;;;Mann;;;50 til 60;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004776/16-10-1976#t=19m50s;Tønsberg;Presterødkilen naturreservat;Natur og friluftsliv;;;Slips;;;;;;;;;;;;2;;Vern;;;;Mann;Mann;;50 til 60;40 til 50;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004776/16-10-1976#t=23m41s;Fet;Nordre Øyeren naturreservat;Natur og friluftsliv;;;Hatt;;;;;;;;;;;;1;;Vern;;;;Mann;;;40 til 50;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004876/30-10-1976#t=27s;Øksnes;Anda fyr;Politikk;;;;;;;;;;;;;;;1;;;;;;Mann;;;40 til 50;;;Samferdselspolitikk
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004876/30-10-1976#t=6m12s;Kviteseid;Vest-Telemark Blad;Politikk og media;;;Strikkekofte;;;;;;;;;;;;3;3;;;;;Mann;;;40 til 50;;;Avis
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004876/30-10-1976#t=12m56s;Karmøy;Vernehjem;Politikk og media;;;Slips;;;;;;;;Terapi;;;;3;;;;;;Mann;Mann;;50 til 60;50 til 60;;Plasseringsstrid
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004876/30-10-1976#t=19m43s;Lillesand;Ålefiske;Landbruk og fiske;;;Caps, Hatt, Kjeledress, Sydvest;;;;;;;;;;;;6;;;;Fiskere, Ål;;Mann;Mann;;70 til 80;80 til 90;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004976/13-11-1976#t=29s;Ukjent sted;Saueklipping;Landbruk og fiske;;;;;;;;;;;;;;;1;;;;Sauehold;;Mann;;;20 til 30;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004976/13-11-1976#t=2m37s;Tromsø;Skomaker;Kunst og Håndverk;;;;;;;Sko, Skomaker;;;;;;;;2;;;;;;Mann;;;60 til 70;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004976/13-11-1976#t=7m53s;Bærum;Skomaker;Kunst og Håndverk;Grunder;;;;;;Restaurering og reparasjon, Sko, Skomaker;;;;;;;;3;1;;;;;Mann;Kvinne;;20 til 30;30 til 40;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004976/13-11-1976#t=13m44s;Trondheim;Transport av uføre;Offentlige tjenester og veldedighet;;;Uniform;;;;;;;;;;;;4;2;;;;Helsetjenester;Mann;Mann;;30 til 40;50 til 60;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45004976/13-11-1976#t=19m54s;Dovre;Småbruk;Landbruk og fiske;Livsvisdom, Personlighet;;Kjeledress;;;;;;;;;;;;;1;;;Gårdsdrift, Kyr;;Kvinne;;;80 til 90;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005076/27-11-1976#t=27s;Loppa;Ungdomsskoleelever;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;10;10;;;;Skole;Mann;Mann;;20 til 30;40 til 50;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005076/27-11-1976#t=13m51s;Lenvik;Årbok;Historisk;;;Slips, Strikkekofte;;Bygdehistorie og årbøker;;;;;;;;;;3;1;;;;;Mann;;;30 til 40;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005076/27-11-1976#t=18m55s;Askim;Smed og oppfinner;Kunst og Håndverk;;;Caps, Kjeledress;;;;Motor, Oppfinnelser, Smed;;;;;;;;1;;;;;;Mann;;;70 til 80;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005176/11-12-1976#t=29s;Kristiansund;Møte i fylkestinget;Politikk og media;;;Hatt, Slips;;;;;;;;;;;;50;10;;;;;;;;;;;Politiske møter
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005176/11-12-1976#t=7m38s;Vadsø;Havneutbygging;Politikk og media;;;Hatt, Slips;;;;;;;;;;;;4;1;;;;;Mann;;;40 til 50;;;Distriktspolitikk
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005176/11-12-1976#t=14m2s;Sund;Tidligere hvalfanger forteller;Landbruk og fiske;Personlighet;;Hatt;;;;;;;;;;;;1;;;;Fiskere, Hval;;Mann;;;80 til 90;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005176/11-12-1976#t=21m3s;Trondheim;Produksjon av julegirlandere;Kunst og Håndverk;;;Caps;;;;Jul;;;;;;;;2;1;;;;;Mann;;;60 til 70;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005176/11-12-1976#t=23m33s;Finnøy;Kristtorn;Landbruk og fiske;;;Caps, Hatt;;;;;;;;;;;;2;;;;Skogsdrift;;Mann;;;50 til 60;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=28s;Trondheim;Pensjonert domorganist;Musikk;Personlighet;;Slips;;;;;;;;;Korsang, Orgel;;;50;;;;;;Mann;;;50 til 60;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=16m9s;Tønsberg;Konsert;Musikk;;;Slips;;;;;;;;;Cembalo, Orkester;;;8;4;;;;;Mann;;;30 til 40;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=20m8s;Alstahaug;I japansk fangenskap under andre verdenskrig;Historisk;Personlighet;;Slips;;Krigshistorie;;;;;;;;;;1;;;;;;Mann;;;70 til 80;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=25m33s;Flora;Den gamle steinkirken;Historisk;;;Caps;;Bygninger, Kirkebygg;;;;;;;;;;3;1;;;;;Mann;;;90 til 100;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=30m20s;Jan Mayen;Julefeiring;Ukategoriserbart;;;Slips, Strikkekofte, Uniform;;;;;;;;;;;;20;;;;;;Mann;;;30 til 40;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=36m13s;Karasjok;Juletradisjoner;Historisk;;;Samiske klær;;Gamle dager, Samisk;;;;;;;;;;6;5;;;;;Mann;;;80 til 90;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=41m7s;Valle;Juleforberedelser;Mat;;;Bunad, Hatt;;;;;;;;;;Diverse tradisjonsmat, Middag;;1;1;;;;;Mann;Kvinne;;30 til 40;30 til 40;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=45m19s;Ringsaker;Julekveldsvisa;Musikk;;;Hatt, Strikkekofte;;;;;;;;;Musikkvideo;;;2;3;;;;;;;;;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=6m18s;Sandnes;Malmheim Skolekor. Gårdsdrift. Malmheim Skolekorps;Ukategoriserbart;;;Caps;;;;;;;;;;;;10;10;;;;;Mann;Mann;;60 til 70;20 til 30;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005276/24-12-1976#t=9m53s;Stordal;Elektrisk lys til gårds;Ukategoriserbart;;;Kjeledress;;;;;;;;;;;;3;1;;;;;Kvinne;;;50 til 60;;;
1976;https://tv.nrk.no/serie/norge-rundt/FREP45005076/27-11-1976#t=7m8s;Sandøy;Kulturlivet;Ukategoriserbart;;;Slips, Strikkekofte;;;;;;;;;;;;75;75;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=1m40s;Arendal;Nedre Tyholmen;Historisk;;;Slips;;Arkitektur, Bygninger, Restaurering;;;;;;;;;;2;;;;;;Mann;Mann;;40 til 50;30 til 40;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=6m18s;Herøy (Nordl.);Banklinefiske;Landbruk og fiske;;;Kjeledress, Skinnlue;;;;;;;;;;;;5;;;;Fiskere;;Mann;Mann;Mann;30 til 40;40 til 50;20 til 30;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=13m7s;Hole;Om kommuneadministrasjon;Politikk og media;;;Caps, Hatt, Slips;;;;;;;;;;;;1;;;;;;Mann;Mann;Mann;30 til 40;50 til 60;50 til 60;Distriktspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=18m4s;Sula;Landets nyeste kommunale enhet;Politikk og media;;;Slips;;;;;;;;;;;;10;6;;;;;Mann;Mann;;50 til 60;40 til 50;;Kommunesammenslåing
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=22m34s;Hå;Nærbø ønsker løsriving fra Hå kommune;Politikk og media;;;Slips;;;;;;;;;;;;20;1;;;;;Mann;Mann;;40 til 50;30 til 40;;Kommunesammenslåing
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=3m13s;Kristiansand;Papirinnsamling;Offentlige tjenester og veldedighet;;;Slips;;;;;;;;;;;;6;1;;;;Vernabedrifter;Mann;Kvinne;Mann;20 til 30;40 til 50;60 til 70;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008777/08-01-1977#t=28m11s;Ringsaker;Bertil Gåbort;Ukategoriserbart;;;Kjeledress;;;;;;;;;;;;1;;;;;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=10m53s;Hjelmeland;Kurs i kunstmaling;Kunst og Håndverk;;;Hatt, Slips;;;;Tegning og maling;;;;;;;;20;20;;;;;Kvinne;;;60 til 70;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=17m9s;Bergen;Bompenger;Politikk og media;;;Slips;;;;;;;;;;;;1;;;;;;Mann;;;50 til 60;;;Samferdselspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=22m20s;Hvaler;Bompenger;Politikk og media;;;Caps, Slips;;;;;;;;;;;;2;;;;;;Mann;Mann;;50 til 60;40 til 50;;Samferdselspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=25m12s;Namsos;Kjøreopplæring;Politikk og media;;;Kjeledress, Slips;;;;;;;;;;;;1;;;;;;Kvinne;Mann;Mann;15 til 20;40 til 50;30 til 40;Distriktspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008877/22-01-1977#t=30m49s;Trondheim;Teater om veiplan;Kunst og Håndverk;;;Slips;;;;Teater og forestillinger;;;;;;;;5;5;;;;;Kvinne;;;20 til 30;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=38s;Sogndal;Til fjells med Televerket;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;3;;;;;Post og tele;Mann;Mann;;30 til 40;40 til 50;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=8m57s;Halden;Dyreutstilling på Halden Lærerskole;Offentlige tjenester og veldedighet;;;Slips;;;;;;;;;;;;7;7;;;;Skole;Mann;;;40 til 50;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=12m29s;Oslokommune;NSB sentralskiftestasjon;Offentlige tjenester og veldedighet;;;Caps, Kjeledress, Skinnlue;;;;;;;;;;;;10;;;;;Post og tele, Jernbane;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=19m48s;Tønsberg;Ungdom og fritid;Politikk og media;;;;;;;;;;;;;;;5;6;;;;;Kvinne;Mann;Kvinne;30 til 40;15 til 20;15 til 20;Ungdomspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=25m56s;Bodø;Gratis frokostpakke til alle passasjerer;Mat;;;Uniform;;;;;;;;;;Frokost;;;3;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=27m40s;Fræna;Kombinert bank- og bokbuss;Offentlige tjenester og veldedighet;Spesielle kombinasjoner;;Slips;;;;;;;;;;;;6;10;;;;Bibliotek;Mann;Mann;Kvinne;30 til 40;50 til 60;20 til 30;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41008977/05-02-1977#t=32m38s;Sortland;Stort orgel;Kunst og Håndverk;Hjemmelaget;;;;;;Instrumentmaking, Orgelbygging;;;;;;;;1;;;;;;Mann;;;60 til 70;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=27s;Ukjent sted;Folk i Sogn og Fjordane klager minst;Ukategoriserbart;;Ler;;;;;;;;;;;;;;;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=3m34s;Båtsfjord;"Sildoljefabrikken ""Norglobal""";Landbruk og fiske;;Wow;Caps, Kjeledress, Skinnlue;;;;;;;;;;;;6;;;;Fiskere;;Mann;Mann;;40 til 50;60 til 70;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=11m43s;Lillehammer;Årets vinterferie;Natur og friluftsliv;;;;;;;;;;;;;;;20;20;Skitur, Turisme;;;;Mann;;;30 til 40;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=16m26s;Verran;Arbeidsledighet blant kvinner;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;5;10;;;;Skole;Kvinne;Mann;Mann;40 til 50;30 til 40;15 til 20;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=22m25s;Lillehammer;Foran VM i skiskyting;Idrett og fysisk aktivitet;;;;;;;;Skiskyting;;;;;;;10;7;;;;;Mann;Mann;Kvinne;30 til 40;40 til 50;30 til 40;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009077/19-02-1977#t=29m55s;Tromsø;Kunder styrer butikken;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;2;3;;;;Dugnad;Mann;Kvinne;;50 til 60;30 til 40;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=1m55s;Bergen;Vannmangel;Offentlige tjenester og veldedighet;;;Caps, Hatt, Kjeledress, Skinnlue, Slips;;;;;;;;;;;;10;5;;;;;Mann;Mann;Mann;40 til 50;50 til 60;40 til 50;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=9m33s;Rygge;Hemmelige Østfold;Offentlige tjenester og veldedighet;;;Skinnlue;;;;;;;;;;;;1;2;;;;Forsvaret;Kvinne;Kvinne;Mann;5 til 10;20 til 30;40 til 50;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=13m12s;Alta;Tømmerhogst;Landbruk og fiske;;;Caps, Skinnlue;;;;;;;;;;;;1;;;;Skogsdrift;;Mann;Mann;;50 til 60;40 til 50;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=18m7s;Lillesand;Bruk av fluor;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;2;2;;;;Helsetjenester;Mann;;;30 til 40;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=23m31s;Ringerike;Svære snømengder, rådyr fores;Dyr;;;Busserull;;;;;;;;;;;Menneske hjelper dyr, Rådyr;6;5;;;;;Mann;Kvinne;Kvinne;30 til 40;10 til 15;10 til 15;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009177/05-03-1977#t=30m5s;Elverum;Grundsetmart'n;Ukategoriserbart;;;Hatt, Skinnlue;;;;;;;;;;;;3;1;;;;;Mann;Kvinne;;80 til 90;30 til 40;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=0s;Fauske;Planlagt helsesportsenter;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;1;;;;;Helsetjenester;Mann;Mann;;40 til 50;40 til 50;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=3m23s;Øystre Slidre;Helsesportsenter;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;10;10;;;;Helsetjenester;Kvinne;Mann;;;40 til 50;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=7m8s;Ullensaker;Befalsopplæring for jenter;Offentlige tjenester og veldedighet;;;Hjelm, Uniform;;;;;;;;;;;;1;30;;;;Forsvaret;Kvinne;Kvinne;;20 til 30;30 til 40;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=11m50s;Stryn;Om fremtidig helårsvei;Politikk og media;;;Slips;;;;;;;;;;;;1;;;;;;Mann;Mann;Mann;40 til 50;40 til 50;40 til 50;Samferdselspolitikk
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=16m40s;Ulvik;Om snø, vær og togtrafikk;Ukategoriserbart;;;Caps, Kjeledress, Slips, Uniform;;;;;;;;;;;;10;;;;;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=21m3s;Sola;Bonde på Jæren;Landbruk og fiske;;;Caps, Kjeledress;;;;;;;;;;;;4;;;;Fjøs, Gårdsdrift, Kyr, Åker og jorder og nydyrking;;Mann;Mann;Mann;30 til 40;40 til 50;40 til 50;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=25m49s;Ukjent sted;Bladet spelemannslag;Musikk;Alder;Elsker;Bunad, Caps;;;;;;;;;Fele, Folkemusikk;;;20;20;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009277/19-03-1977#t=29m7s;Åmot;Birkebeinerrennet;Idrett og fysisk aktivitet;;;;;;;;Skisport;;;;;;;10;;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=1m59s;Ibestad;Skoleelever med egen fastegudstjeneste;Offentlige tjenester og veldedighet;;;Slips, Strikkekofte, Uniform;;;;;;;;;;;;10;10;;;;Kirke, Veldedighet, Skole, Veldedighet;Mann;Mann;;40 til 50;10 til 15;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=6m56s;Leikanger;Bygging av trebåter;Kunst og Håndverk;;;Caps, Hatt, Skinnlue, Strikkekofte;;;;Båt;;;;;;;;10;2;;;;;Mann;Mann;Mann;50 til 60;50 til 60;20 til 30;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=14m59s;Porsgrunn;Mekanisk verksted;Kunst og Håndverk;Grunder;;Hatt, Slips;;;;Verksted;;;;;;;;2;;;;;;Mann;;;70 til 80;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=19m59s;Lierne;Bruk av snøscooter;Natur og friluftsliv;;;Skinnlue;;;;;;;;;;;;;;;;;;Mann;Mann;;60 til 70;50 til 60;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=24m55s;Oslokommune;Bedre værvarsling;Offentlige tjenester og veldedighet;;;Slips;;;;;;;;;;;;4;;;;;Meteorologi;Mann;;;30 til 40;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=30m4s;Snillfjord;Slørdal: Hjort;Dyr;Personlighet, Spesiell latter;Ler;Caps;;;;;;;;;;;Hjort, Menneske hjelper dyr;1;;;;;;Mann;;;40 til 50;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009377/02-04-1977#t=32m28s;Ukjent sted;Odd Børretzen om nordmenn og påske;Ukategoriserbart;;;;;;;;;;;;;;;1;;;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=2m2s;Karasjok;Radio- og TV-forbindelser;Offentlige tjenester og veldedighet;;;Samiske klær, Skinnlue;;;;;;;;;;;;2;2;;;;Post og tele;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=4m44s;Snillfjord;Slørdal: Dårlige TV-forhold;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;1;;;;;Post og tele;Mann;;;30 til 40;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=6m47s;Oslokommune;Studiosamtale om fjernsynsdekning;Offentlige tjenester og veldedighet;;;Slips;;;;;;;;;;;;1;;;;;Post og tele;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=9m10s;Vågan;Lofotfiske 1977;Landbruk og fiske;;;Hatt, Skinnlue;;;;;;;;;;;;20;4;;;Fiskere;;Mann;Kvinne;Kvinne;50 til 60;50 til 60;5 til 10;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=14m10s;Ukjent sted;Jæren: Steingjerder;Landbruk og fiske;;;Caps;;;;;;;;;;;;2;;;;Stein, Åker og jorder og nydyrking;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=19m21s;Tranøy;Barnehagesituasjonen i Tranøy;Offentlige tjenester og veldedighet;;;;;;;;;;;;;;;10;10;;;;Skole og barnehage;Mann;Kvinne;Kvinne;50 til 60;40 til 50;20 til 30;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=25m20s;Ringebu;Ringebufjellet: Fjellturister på selvbetjeningshytte;Natur og friluftsliv;;;Caps;;;;;;;;;;;;6;6;Friluftsliv, Skitur, Turisme;;;;Mann;Kvinne;Kvinne;20 til 30;20 til 30;15 til 20;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009477/16-04-1977#t=29m48s;Ås;Foring av elg på Landbrukshøyskolen;Dyr;Prestasjon;;Caps, Kjeledress;;;;;;;;;;;Elg, Menneske hjelper dyr;3;;;;;;Mann;Mann;;60 til 70;40 til 50;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=3m2s;Tana;Enda vinter;Natur og friluftsliv;;;Samiske klær;;;;;;;;;;;;2;;Årstider og vakker natur;;;;Mann;Mann;;50 til 60;60 til 70;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=6m40s;Røst;Vår;Natur og friluftsliv;;;Caps;;;;;;;;;;;;10;;Fugleliv, Årstider og vakker natur;;;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=11m5s;Hitra;Vår ved Trondheimsfjorden;Natur og friluftsliv;;;;;;;;;;;;;;;3;2;Fugleliv, Årstider og vakker natur;;;;;;;30 til 40;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=15m9s;Ullensvang;Hardanger: Vår;Natur og friluftsliv;;;Bunad;;;;;;;;;;;;2;5;Årstider og vakker natur, Turisme;;;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=19m14s;Ukjent sted;Jæren: Vår;Natur og friluftsliv;;;;;;;;;;;;;;;1;;Fugleliv, Årstider og vakker natur;;;;Mann;;;50 til 60;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=23m2s;Kristiansand;Vår i sørlandsbyen;Natur og friluftsliv;;;Caps, Kjeledress;;;;;;;;;;;;8;4;Årstider og vakker natur;;;;;;;;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=26m21s;Tinn;Rjukan: Vår;Natur og friluftsliv;;;Caps;;;;;;;;;;;;6;;Årstider og vakker natur;;;;Mann;Mann;Mann;50 til 60;40 til 50;50 til 60;
1977;https://tv.nrk.no/serie/norge-rundt/FREP41009577/30-04-1977#t=29m33s;Ukjent sted;Finnskogen: Vår;Natur og friluftsliv;;;Caps, Skinnlue;;;;;;;;;;;;2;;Fugleliv, Isfiske, Årstider og vakker natur, Vær;;;;Mann;Mann;;70 til 80;;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP43007577/14-05-1977#t=2m38s;Eid;Hingstesjå;Dyr;;Ler;Caps, Hatt, Kjeledress, Slips, Strikkekofte;;;;;;;;;;;Hest;50;5;;;;;Mann;Mann;;50 til 60;70 til 80;;
1977;https://tv.nrk.no/serie/norge-rundt/FREP43007577/14-05-1977#t=9m14s;Levanger;Innheradsferja;Offentlige tjenester og veldedighet;Spesielle kombinasjoner;;;;;;;;;;;;;;5;5;;;;Bibliotek;Kvinne;;;40 til 50;;;
