Antall kommuner i fylket,Fylkesnr.,Kommunenr.,Kommune,0-14 år per 1.1.2020,15 år og eldre per 1.1.2020,Totalt per 1.1.2020,Besøk totalt,Besøk i betjent åpningstid,Arrangement skoler - totalt,Arrangement skoler - fremmøtte,Arrangement barnehager -  totalt,Arrangement barnehager -  fremmøtte,Arrangement for skoler og barnehager - totalt,Arrangement for skoler og barnehager - totalt fremmøtte,Egne arrangement - debatt - totalt,Egne arrangement - debatt - barn,Egne arrangement - debatt - fremmøtte,Egne arrangement - kultur - totalt,Egne arrangement - kultur - barn,Egne arrangement - kultur - fremmøtte,Egne arrangement - opplæring - totalt,Egne arrangement - opplæring - barn,Egne arrangement - opplæring - fremmøtte,Egne arrangement - bibliotekinfo - totalt,Egne arrangement - bibliotekinfo - barn,Egne arrangement - bibliotekinfo - fremmøtte,Egne arrangement (ikke skoler/ barnehager) - totalt,Egne arrangement (ikke skoler/ barnehager) - totalt frammøtte,Eksterne arrangement - debatt - totalt,Eksterne arrangement - debatt - barn,Eksterne arrangement - debatt - fremmøtte,Eksterne arrangement - kultur - totalt,Eksterne arrangement - kultur - barn,Eksterne arrangement - kultur - fremmøtte,Eksterne arrangement - opplæring - totalt,Eksterne arrangement - opplæring - barn,Eksterne arrangement - opplæring - fremmøtte,Eksterne arrangement totalt,Eksterne arrangement frammøtte,Alle typer arrangement totalt,Alle typer arrangement fremmøtte,Antall digitale arrangement,"Antall deltakere/
tilskuere - digitale arrangement",Antall virtuelle besøk,Antall sidevisninger,Antall unike brukere,Følger hjemme-sidene WAI-standarden,Sosiale medier biblioteket er tilstede på,Digitaliserte og registrerte objekter,"Førstegangslån, fagbøker for barn","Fornyelser, fagbøker for barn","Førstegangslån, skjønnlitteratur for barn","Fornyelser, skjønnlitteratur for barn","Førstegangslån, fagbøker for voksne","Fornyelser, fagbøker for voksne","Førstegangslån, skjønnlitteratur for voksne","Fornyelser, skjønnlitteratur for voksne",Førstegangslån bøker,"Førstegangslån, lydbøker for barn","Fornyelser, lydbøker for barn","Førstegangslån, lydbøker for voksne","Fornyelser, lydbøker for voksne","Førstegangslån, musikk-innspillinger for barn","Fornyelser, musikk-innspillinger for barn","Førstegangslån, musikk-innspillinger for voksne","Fornyelser, musikk-innspillinger for voksne","Førstegangslån, film for barn","Fornyelser, film for barn","Førstegangslån, film for voksne","Fornyelser, film for voksne","Førstegangslån, annet","Fornyelser, annet",Førsstegangslån andre medier enn bøker,Førstegangslån totalt,Nedlastede e-bøker for barn,Nedlastede e-bøker for voksne,Nedlasting av e-bøker totalt,Nedlastede e-lydbøker for barn,Nedlastede e-lydbøker for voksne,Nedlasting av e-lydbøker totalt,Nedlastede digitale tidsskrifter og aviser,Nedlastede digitale tekstbaserte dokumenter,Nedlastede digitale audiovisuelle dokumenter,Nedlasting av andre medier enn e-bøker/e-lydbøker totalt,"Søk, fulltekst-databaser","Søk, andre databaser","Viste poster, andre databaser","Aktive lånere, 0-13 år, egen kommune","Aktive lånere, 0-13 år, annen kommune","Aktive lånere, 14-18 år, egen kommune","Aktive lånere, 14-18 år, annen kommune","Aktive lånere, 19-44 år, egen kommune","Aktive lånere, 19-44 år, annen kommune","Aktive lånere, 45 år og eldre, egen kommune","Aktive lånere, 45 år og eldre, annen kommune","Aktive lånere, uten aldersangivelse, egen kommune","Aktive lånere, uten aldersangivelse, annen kommune",Aktive personlige lånere totalt,"Aktive lånere, institusjoner",Aktive lånere totalt,"Fjernlån: Bøker/
dokumenter sendt","Innlån: Bøker/
dokumenter mottatt","Bestand, fagbøker for barn","Bestand, skjønnlitteratur for barn","Bestand, fagbøker voksne","Bestand, skjønnlitteratur for voksne",Total bokbestand,"Tilvekst, fagbøker for barn","Tilvekst, skjønnlitteratur for barn","Tilvekst, fagbøker voksne","Tilvekst, skjønnlitteratur for voksne",Total tilvekst bøker,"Bestand, abonnement (tidsskrift/
aviser)","Bestand, lydbøker for barn","Bestand, lydbøker for voksne","Bestand, musikk-innspillinger for barn","Bestand, musikk-innspillinger for voksne","Bestand, film for barn","Bestand, film for voksne","Bestand, annet",Bestand andre medier enn bøker,Total bestand,"Tilvekst, abonnement (tidsskrift/
aviser)","Tilvekst, lydbøker for barn","Tilvekst, lydbøker for voksne","Tilvekst, musikk-innspillinger for barn","Tilvekst, musikk-innspillinger for voksne","Tilvekst, film for barn","Tilvekst, film for voksne","Tilvekst, annet",Tilvekst andre medier enn bøker,Total tilvekst,"Bestand, 
e-bøker for barn, titler","Bestand, 
e-bøker  for voksne, titler","Bestand, 
e-lydbøker  for barn, titler","Bestand, 
e-lydbøker for voksne, titler","Bestand, andre digitale tekstbaserte dokumenter, titler","Bestand, andre digitale audiovisuelle dokumenter, titler","Bestand, abonnement tidsskrifter og aviser - fulltekst, titler","Bestand, 
e-bøker for barn, lisenser","Bestand, 
e-bøker for voksne, lisenser","Bestand, 
e-lydbøker for barn, lisenser","Bestand, 
e-lydbøker for voksne, lisenser","Bestand, andre digitale tekstbaserte dokumenter, lisenser","Bestand, andre digitale audiovisuelle dokumenter, lisenser","Bestand, abonnement tidsskrifter og aviser - fulltekst, lisenser","Tilvekst, 
e-bøker for barn","Tilvekst, 
e-bøker for voksne","Tilvekst, 
e-lydbøker for barn","Tilvekst, 
e-lydbøker for voksne","Tilvekst, andre digitale tekstbaserte dokumenter","Tilvekst, andre digitale audiovisuelle dokumenter ","Tilvekst, abonnement tidsskrifter og aviser - fulltekst","Bestand, fulltekst-databaser","Bestand, andre databaser","Tilvekst, fulltekst-databaser","Tilvekst, andre databaser","Innkjøps-ordningene, medier mottatt",Arkivmateriale,Fagutdannet biblioteksjef,"Fagutdannede bibliotekarer, antall","Fagutdannede bibliotekarer, årsverk","Personale med annen høyere utdanning, antall","Personale med annen høyere utdanning, årsverk","Annet kontor-/fagpersonale, antall","Annet kontor-/fagpersonale, årsverk","Andre, antall","Andre, årsverk",Antall ansatte,Antall årsverk,"Betjent åpningstid, hoved-biblioteket, timer før 1700","Betjent åpningstid, hoved-biblioteket, timer etter 1700","Betjent åpningstid, hoved-biblioteket, uker per år","Betjent åpningstid, hoved-biblioteket, redusert åpningstid, uker per år","Betjent åpningstid, hoved-biblioteket, lørdagsåpent","Betjent åpningstid, hoved-biblioteket, søndagsåpent","Åpningstider, hoved-biblioteket, meråpent","Betjent åpningstid, avdelingene, timer før 1700","Betjent åpningstid, avdelingene, timer etter 1700","Betjent åpningstid, avdelingene, uker per år","Betjent åpningstid, redusert åpningstid, uker per år","Betjent åpningstid, avdelingene, lørdagsåpne avd.","Betjent åpningstid, avdelingene, søndagsåpne avd.","Åpningstid, avdelingene, meråpent",Antall hjemme-boende lånere,Antall besøk hos hjemme-boende lånere,Antall institusjoner som betjenes,Antall besøk ved institusjoner,Depot-samlinger ved institusjoner,Antall prosjekt biblioteket har arbeidet med?,Ekstern støtte til prosjektarbeid,Prosjektstøtte i tillegg til ordinært driftsbudsjett,Dagsverk brukt til faglige kurs og konferanser,Samarbeid med skoler,Samarbeid med annen offentlig virksomhet,Samarbeid med frivillige organisasjoner,Samarbeid med andre,Areal,Antall faste bibliotek-enheter,Kombinasjons-bibliotek med grunnskole,Kombinasjons-bibliotek med videregående skole,"Kombinasjons-bibliotek med annen skole/
institusjon",Utlånssteder utenfor biblioteket,Leseplasser ved hoved-biblioteket,Leseplasser ved avdelingene,Nye lokaler,Antall mobile enheter,Antall stoppesteder for mobile enheter,"Regnskap, lønn og sosiale utgifter ","Regnskap, kjøp av medier", Regnskap lønn- og medieutgifter totalt 
,30.0,3024.0,Bærum,24 806 ,102 925 ,127 731 ,307 528 ,307 145 ,46 ,1 819 ,4 ,38 ,50 ,1 857 ,43.0,0.0,835 ,166 ,79 ,4 854 ,68 ,6 ,573 ,2 ,0 ,22 ,279 ,6 284 ,37.0,0.0,1 453 ,8 ,0.0,85 ,2 ,0 ,28 ,47 ,1 613 ,376 ,9 754 ,19 ,8 335 ,154 952 ,355 170 ,118 227 , Ja ,2.0,103 ,13 572 ,9 657 ,135 855 ,81 606 ,55 492 ,41 580 ,70 696 ,32 610 ,275 615 ,4 801 ,3 370 ,6 553 ,3 990 ,207 ,233 ,3 484 ,2 390 ,12 701 ,12 299 ,17 376 ,13 162 ,3 557 ,2 628 ,48 679 ,324 294 ,4 397 ,23 072 ,27 469 ,2 905 ,6 768 ,9 673 ,30 635 ,,657 ,31 292 ,,83 940 ,317 213 ,2 637 ,96 ,1 127 ,74 ,5 715 ,816 ,7 812 ,852 ,12 ,1 ,19 142 ,581 ,19 723 ,6 883 ,9 734 ,12 051 ,57 458 ,64 414 ,67 931 ,201 854 ,691 ,4 239 ,2 577 ,4 488 ,11 995 ,387 ,4 091 ,7 072 ,685 ,10 664 ,5 942 ,12 365 ,19 866 ,61 072 ,262 926 ,3 ,12 ,62 ,21.0,431 ,271 ,757 ,151 ,1 708 ,13 703 ,2 959 ,14 439 ,807 ,1 597 ,,160 000 ,7 605 ,555 ,1 294 ,116 ,168 ,0.0,0 ,0.0,1 818 ,3 292 ,704 ,971 ,,7 280 ,207 ,5.0,5 ,0.0,0 ,3 103 ,Ja,Nei,40,34,2.0,2,12.0,"8,7",0.0,0,54,"44,7",41,8,52,4,Ja,Nei,0,144,22,200,20,5.0,0.0,0,,,,, Ja ,8.0,4 ,773 041 ,120,Ja,Ja,Ja,Brukerforum. Frivillige enkeltpersoner som leseombud,5 040,5.0,0.0,0.0,0.0,2.0,209,380,Nei,0.0,0.0,32 743 318,3 551 352,36 294 670
,30.0,3005.0,Drammen,17 439 ,83 947 ,101 386 ,275 962 ,,31 ,729 ,40 ,933 ,71 ,1 662 ,9.0,1.0,151 ,136 ,15 ,3 933 ,40 ,17 ,627 ,12 ,10 ,235 ,197 ,4 946 ,3.0,0.0,93 ,16 ,4.0,895 ,11 ,10 ,134 ,30 ,1 152 ,298 ,7 760 ,48 ,3 326 ,69 000 ,2 083 085 ,536 893 , Ja ,4.0,0 ,9 769 ,7 373 ,59 973 ,43 657 ,17 031 ,18 007 ,37 962 ,19 456 ,124 735 ,1 498 ,1 293 ,3 139 ,2 718 ,87 ,63 ,6 ,15 ,3 867 ,2 527 ,9 053 ,6 275 ,458 ,135 ,18 108 ,142 843 ,2 351 ,12 759 ,15 110 ,1 576 ,4 171 ,5 747 ,24 367 ,,,24 367 ,,,,4 112 ,192 ,1 419 ,198 ,5 928 ,1 681 ,6 434 ,1 233 ,4 ,6 ,21 207 ,480 ,21 687 ,2 739 ,4 454 ,10 510 ,42 143 ,35 643 ,41 583 ,129 879 ,902 ,4 054 ,1 676 ,3 350 ,9 982 ,152 ,1 801 ,3 628 ,294 ,270 ,2 162 ,4 931 ,1 073 ,14 311 ,144 190 ,,41 ,32 ,1.0,1 ,173 ,300 ,23 ,571 ,10 553 ,2 959 ,14 439 ,807 ,1 597 ,,,7 605 ,440 ,1 027 ,92 ,133 ,,,0.0,1 818 ,3 293 ,704 ,971 ,,,207 ,,,,,3 187 ,Nei,Ja,18,"17,4",10.0,"8,9",4.0,4,,0,32,"30,3",44,10,52,10,Ja,Ja,58,99,10,147,10,1.0,0.0,65,,,,, Nei ,1.0,1 ,47 600 ,19,Ja,Ja,Ja,,,4.0,1.0,0.0,0.0,0.0,,,Nei,0.0,0.0,20 736 256,1 543 435,22 279 691
,30.0,3025.0,Asker,18 067 ,76 374 ,94 441 ,268 127 ,266 115 ,183 ,3 235 ,55 ,479 ,238 ,3 714 ,,,,83 ,39 ,2 778 ,19 ,15 ,620 ,6 ,,31 ,108 ,3 429 ,,,,,,,,,,0 ,0 ,346 ,7 143 ,12 ,2 048 ,127 396 ,304 185 ,43 223 , Ja ,3.0,469 ,9 220 ,6 932 ,80 331 ,52 240 ,31 916 ,29 015 ,60 450 ,24 610 ,181 917 ,2 996 ,2 210 ,7 383 ,3 849 ,39 ,35 ,1 841 ,692 ,5 688 ,3 397 ,12 163 ,7 450 ,2 777 ,1 083 ,32 887 ,214 804 ,3 046 ,15 159 ,18 205 ,2 306 ,4 546 ,6 852 ,22 714 ,,,22 714 ,,183 965 ,389 921 ,1 528 ,1 072 ,478 ,237 ,2 822 ,1 386 ,4 047 ,1 949 ,10 ,8 ,13 537 ,460 ,13 997 ,5 377 ,7 649 ,6 330 ,31 752 ,41 474 ,41 335 ,120 891 ,472 ,3 124 ,1 938 ,3 596 ,9 130 ,243 ,2 607 ,6 132 ,88 ,9 060 ,2 638 ,11 556 ,2 412 ,34 736 ,155 627 ,,11 ,73 ,,73 ,154 ,583 ,43 ,937 ,10 067 ,2 959 ,14 439 ,807 ,1 597 ,,,7 605 ,410 ,957 ,86 ,124 ,,,0.0,1 818 ,3 292 ,704 ,971 ,,,207 ,4.0,4 ,,,3 453 ,Ja,Ja,25,"24,85",4.0,"3,7",4.0,"2,29",,0,33,"30,84",42,13,52,8,Ja,Nei,39,54,8,99,8,1.0,,0,,,1 ,1 , Ja ,5.0,5 ,719 420 ,24,Ja,Ja,Ja,"Heggedal innbyggertorg. Borgen innbyggertorg med automat for lån av media (""Bokomat"").",4 715,5.0,,,,1.0,238,122,Nei,,,23 056 421,2 375 880,25 432 301
,30.0,3030.0,Lillestrøm,15 999 ,69 984 ,85 983 ,171 063 ,160 234 ,55 ,1 538 ,1 ,30 ,56 ,1 568 ,13.0,0.0,98 ,120 ,89 ,3 719 ,62 ,25 ,260 ,0 ,0 ,0 ,195 ,4 077 ,0.0,0.0,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0 ,0 ,251 ,5 645 ,27 ,126 ,81 171 ,154 168 ,48 307 , Ja ,2.0,0 ,10 456 ,8 575 ,73 024 ,52 211 ,19 060 ,12 493 ,34 958 ,14 692 ,137 498 ,1 548 ,2 151 ,3 549 ,2 088 ,71 ,25 ,240 ,3 ,5 227 ,3 817 ,4 636 ,3 442 ,2 939 ,1 601 ,18 210 ,155 708 ,2 238 ,10 780 ,13 018 ,1 598 ,3 375 ,4 973 ,20 702 ,0 ,0 ,20 702 ,0 ,0 ,0 ,207 ,1 226 ,152 ,716 ,419 ,3 021 ,556 ,2 962 ,0 ,2 ,9 261 ,532 ,9 793 ,7 335 ,7 662 ,9 314 ,40 404 ,22 753 ,33 487 ,105 958 ,647 ,3 605 ,1 437 ,2 548 ,8 237 ,147 ,2 049 ,3 829 ,199 ,208 ,4 050 ,5 479 ,1 635 ,17 596 ,123 554 ,1 ,20 ,29 ,0.0,1 ,236 ,293 ,67 ,647 ,8 884 ,2 959 ,14 439 ,807 ,1 597 ,0 ,0 ,7 605 ,374 ,871 ,78 ,113 ,0.0,0 ,0.0,1 818 ,3 292 ,704 ,971 ,0 ,0 ,205 ,0.0,0 ,0.0,0 ,2 363 ,Ja,Nei,17,"16,44",1.0,1,6.0,"4,9",1.0,"0,8",25,"23,14",28,8,52,10,Ja,Nei,61,78,10,52,8,1.0,0.0,3,26.0,206 ,4 ,2 , Ja ,8.0,8 ,1 980 000 ,115,Ja,Nei,Ja,,4 221,5.0,0.0,0.0,0.0,0.0,200,168,Nei,0.0,0.0,16 607 879,1 789 507,18 397 386
,30.0,3004.0,Fredrikstad,13 566 ,68 819 ,82 385 ,175 412 ,175 412 ,29 ,1 099 ,25 ,569 ,54 ,1 668 ,2.0,,65 ,70 ,10 ,1 498 ,91 ,45 ,756 ,5 ,,90 ,168 ,2 409 ,0.0,0.0,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0 ,0 ,222 ,4 077 ,39 ,322 ,53 976 ,94 753 ,28 916 ,,3.0,0 ,9 518 ,7 157 ,63 549 ,48 731 ,23 417 ,16 541 ,51 258 ,22 941 ,147 742 ,1 369 ,1 055 ,4 097 ,1 891 ,288 ,119 ,320 ,30 ,4 935 ,3 127 ,10 668 ,6 865 ,2 430 ,1 188 ,24 107 ,171 849 ,1 916 ,11 993 ,13 909 ,1 006 ,4 015 ,5 021 ,19 846 ,0 ,0 ,19 846 ,0 ,0 ,,1 608 ,47 ,820 ,39 ,2 761 ,447 ,3 504 ,480 ,8 ,2 ,9 716 ,394 ,10 110 ,3 455 ,6 607 ,7 106 ,33 488 ,33 271 ,29 692 ,103 557 ,418 ,2 786 ,1 400 ,2 952 ,7 556 ,69 ,986 ,2 388 ,153 ,113 ,1 839 ,5 268 ,3 494 ,14 310 ,117 867 ,3 ,8 ,41 ,0.0,1 ,198 ,439 ,75 ,765 ,8 321 ,2 959 ,14 439 ,807 ,1 597 ,0 ,,,358 ,835 ,75 ,108 ,,,0.0,1 818 ,3 292 ,704 ,971 ,,,,1.0,1 ,,,1 664 ,Nei,Nei,17,"16,5",3.0,"2,8",7.0,"5,4",1.0,"0,4",28,"25,1",49,8,52,8,Ja,Nei,0,75,3,52,8,2.0,0.0,70,15.0,25 ,0 ,, Nei ,5.0,4 ,200 000 ,40,Ja,Ja,Ja,Litteraturfestivalen Ord i grenseland,2 468,4.0,,,1.0,,136,72,Ja,0.0,0.0,17 111 866,1 459 072,18 570 938
,30.0,3020.0,Nordre Follo,11 530 ,47 758 ,59 288 ,196 665 ,172 199 ,85 ,2 091 ,43 ,828 ,128 ,2 919 ,4.0,1.0,71 ,92 ,45 ,2 238 ,50 ,10 ,627 ,,,,146 ,2 936 ,,,,7 ,1.0,260 ,60 ,60 ,501 ,67 ,828 ,341 ,6 683 ,8 ,5 305 ,83 743 ,199 822 ,65 763 , Ja ,2.0,,8 719 ,6 104 ,82 051 ,48 641 ,19 161 ,9 888 ,31 687 ,10 525 ,141 618 ,2 922 ,1 801 ,4 026 ,1 599 ,118 ,84 ,291 ,101 ,4 941 ,2 874 ,6 269 ,2 875 ,8 266 ,1 853 ,26 833 ,168 451 ,3 352 ,14 292 ,17 644 ,2 525 ,3 907 ,6 432 ,14 350 ,,,14 350 ,,,,2 019 ,120 ,636 ,89 ,2 778 ,987 ,3 288 ,921 ,163 ,10 ,11 011 ,454 ,11 465 ,3 828 ,6 371 ,8 230 ,40 254 ,32 159 ,30 379 ,111 022 ,370 ,2 915 ,820 ,1 720 ,5 825 ,101 ,2 434 ,4 102 ,239 ,2 737 ,1 800 ,4 001 ,2 773 ,18 187 ,129 209 ,,25 ,155 ,,,85 ,113 ,300 ,678 ,6 503 ,2 959 ,14 439 ,807 ,1 697 ,,,7 605 ,258 ,601 ,54 ,78 ,,,,1 818 ,3 292 ,704 ,971 ,,,207 ,1.0,,,,1 758 ,Ja,Ja,16,"15,6",4.0,"2,6",5.0,"3,3",,0,25,"21,5",0,0,,,Ja,Nei,0,77,12,52,16,2.0,,101,,,13 ,, Ja ,5.0,4 ,339 000 ,80,Ja,Ja,Ja,,3 520,2.0,,,,,,194,Nei,,,14 479 661,1 010 646,15 490 307
,30.0,3003.0,Sarpsborg,9 783 ,46 949 ,56 732 ,88 265 ,85 776 ,43 ,1 047 ,2 ,78 ,45 ,1 125 ,0.0,0.0,0 ,51 ,11 ,1 219 ,4 ,,48 ,8 ,8 ,159 ,63 ,1 426 ,0.0,0.0,0 ,0 ,0.0,0 ,6 ,0 ,32 ,6 ,38 ,114 ,2 589 ,11 ,973 ,42 692 ,73 358 ,25 338 , Ja ,2.0,0 ,4 378 ,1 503 ,30 040 ,9 432 ,9 272 ,4 603 ,32 343 ,7 350 ,76 033 ,2 084 ,854 ,3 200 ,950 ,44 ,10 ,342 ,441 ,3 743 ,871 ,4 178 ,864 ,3 655 ,991 ,17 246 ,93 279 ,1 133 ,6 943 ,8 076 ,755 ,1 934 ,2 689 ,2 030 ,,58 ,2 088 ,,,,3 041 ,17 ,738 ,12 ,1 543 ,199 ,2 021 ,220 ,61 ,2 ,7 854 ,232 ,8 086 ,1 367 ,3 600 ,6 779 ,24 726 ,30 051 ,35 204 ,96 760 ,330 ,1 952 ,1 321 ,2 581 ,6 184 ,152 ,3 029 ,4 928 ,506 ,4 810 ,2 315 ,5 059 ,1 659 ,22 458 ,119 218 ,,11 ,51 ,4.0,8 ,134 ,443 ,43 ,694 ,6 878 ,2 959 ,14 439 ,807 ,1 597 ,,,207 ,246 ,575 ,52 ,75 ,,,0.0,1 818 ,3 292 ,704 ,971 ,,,7 605 ,,,,,1 731 ,Nei,Ja,12,"11,53",0.0,0,8.0,4,,0,20,"15,53",39,6,52,17,Ja,Nei,60,52,8,48,10,0.0,0.0,0,,,,, Ja ,,,,33,Ja,Ja,Ja,,2 523,3.0,0.0,0.0,0.0,0.0,90,72,Nei,0.0,0.0,9 828 849,1 573 765,11 402 614
,30.0,3002.0,Moss,8 005 ,41 268 ,49 273 ,135 589 ,2 463 ,30 ,579 ,14 ,360 ,44 ,939 ,11.0,0.0,498 ,33 ,4 ,1 417 ,2 ,2 ,60 ,0 ,,,46 ,1 975 ,4.0,0.0,180 ,0 ,,,0 ,,,4 ,184 ,94 ,3 098 ,12 ,680 ,4 776 ,100 308 ,35 917 , Ja ,2.0,866 ,4 002 ,2 153 ,31 454 ,16 430 ,12 579 ,6 167 ,21 228 ,9 443 ,69 263 ,827 ,522 ,2 475 ,1 592 ,7 ,1 ,22 ,0 ,2 876 ,1 874 ,3 767 ,2 669 ,3 726 ,2 530 ,13 700 ,82 963 ,2 989 ,5 478 ,8 467 ,1 758 ,1 979 ,3 737 ,11 968 ,7 605 ,0 ,19 573 ,0 ,0 ,0 ,1 336 ,138 ,901 ,99 ,1 348 ,516 ,1 792 ,647 ,23 ,1 ,6 801 ,95 ,6 896 ,7 933 ,2 828 ,4 496 ,23 598 ,23 796 ,27 242 ,79 132 ,256 ,1 430 ,921 ,1 414 ,4 021 ,109 ,924 ,1 894 ,42 ,100 ,1 144 ,3 097 ,846 ,8 156 ,87 288 ,1 ,9 ,89 ,0.0,4 ,121 ,299 ,76 ,599 ,4 620 ,2 959 ,14 439 ,807 ,1 597 ,0 ,0 ,7 605 ,214 ,499 ,45 ,65 ,0.0,0 ,0.0,1 818 ,3 292 ,704 ,971 ,0 ,0 ,207 ,1.0,0 ,0.0,0 ,681 ,Nei,Ja,13,"11,3",1.0,"0,5",3.0,"2,7",0.0,0,17,"14,5",35,6,52,8,Ja,Nei,77,29,4,51,8,1.0,,73,14.0,56 ,2 ,20 , Ja ,4.0,1 ,15 000 ,43,Ja,Ja,Ja,,3 050,2.0,1.0,,,0.0,207,93,Nei,0.0,0.0,11 036 095,715 523,11 751 618
,30.0,3014.0,Indre Østfold,7 695 ,37 097 ,44 792 ,131 548 ,131 548 ,85 ,2 185 ,41 ,555 ,126 ,2 740 ,11.0,0.0,174 ,59 ,12 ,1 616 ,35 ,2 ,122 ,7 ,6 ,210 ,112 ,2 122 ,4.0,0.0,146 ,34 ,1.0,527 ,12 ,0 ,85 ,50 ,808 ,288 ,5 670 ,38 ,8 335 ,736 765 ,67 385 ,, Ja ,2.0,0 ,3 692 ,2 240 ,28 193 ,15 816 ,8 088 ,4 076 ,25 164 ,7 642 ,65 137 ,1 255 ,648 ,1 962 ,909 ,7 ,5 ,17 ,6 ,2 792 ,792 ,4 772 ,2 561 ,7 689 ,5 045 ,18 494 ,83 631 ,890 ,4 039 ,4 929 ,746 ,1 544 ,2 290 ,10 901 ,0 ,0 ,10 901 ,0 ,0 ,0 ,1 051 ,56 ,347 ,26 ,1 072 ,443 ,2 014 ,640 ,94 ,11 ,5 754 ,536 ,6 290 ,6 837 ,8 738 ,9 861 ,41 790 ,36 191 ,49 463 ,137 305 ,397 ,2 340 ,1 174 ,2 763 ,6 674 ,202 ,2 557 ,4 548 ,89 ,192 ,2 678 ,6 926 ,2 606 ,19 798 ,157 103 ,0 ,9 ,33 ,1.0,1 ,84 ,169 ,122 ,419 ,7 093 ,2 959 ,14 439 ,807 ,1 597 ,,,7 605 ,195 ,454 ,41 ,59 ,,,0.0,1 818 ,3 292 ,704 ,971 ,,,207 ,0.0,0 ,0.0,0 ,2 429 ,Nei,Ja,8,"7,6",8.0,"7,3",11.0,"9,7",0.0,0,27,"24,6",136,10,51,9,Ja,Nei,60,0,0,0,0,0.0,0.0,0,130.0,260 ,536 ,500 , Ja ,2.0,1 ,95 000 ,20,Ja,Ja,Ja,"Næringsliv, herunder Trøgstad sparebank",3 423,5.0,0.0,0.0,0.0,0.0,233,0,Nei,0.0,0.0,18 386 516,1 227 340,19 613 856
,30.0,3029.0,Lørenskog,7 597 ,33 863 ,41 460 ,72 803 ,69 518 ,37 ,1 487 ,2 ,32 ,39 ,1 519 ,0.0,0.0,0 ,36 ,18 ,1 311 ,70 ,12 ,978 ,0 ,0 ,0 ,106 ,2 289 ,0.0,0.0,0 ,0 ,0.0,0 ,0 ,0 ,0 ,0 ,0 ,145 ,3 808 ,14 ,2 155 ,35 508 ,68 044 ,24 948 , Nei ,3.0,0 ,3 279 ,2 358 ,31 571 ,17 822 ,12 077 ,7 824 ,15 880 ,7 045 ,62 807 ,815 ,667 ,1 429 ,731 ,54 ,35 ,68 ,12 ,2 818 ,1 881 ,1 994 ,1 497 ,1 044 ,751 ,8 222 ,71 029 ,3 841 ,5 429 ,9 270 ,1 336 ,1 445 ,2 781 ,10 109 ,,219 ,10 328 ,,,,565 ,251 ,230 ,85 ,1 368 ,970 ,1 242 ,779 ,3 ,0 ,5 493 ,309 ,5 802 ,2 934 ,3 654 ,3 008 ,15 814 ,20 445 ,20 408 ,59 675 ,154 ,727 ,773 ,1 191 ,2 845 ,57 ,1 181 ,2 189 ,45 ,140 ,953 ,2 258 ,958 ,7 781 ,67 456 ,4 ,0 ,6 ,0.0,3 ,44 ,97 ,68 ,222 ,3 067 ,2 959 ,14 439 ,807 ,1 597 ,,1 054 ,7 605 ,180 ,420 ,38 ,54 ,,,0.0,1 818 ,3 292 ,704 ,971 ,,,207 ,,,,,956 ,Ja,Ja,10,"9,8",,0,2.0,"1,6",2.0,"0,43",14,"11,83",33,12,52,8,Ja,Ja,66,0,0,,,,,0,,,,, Nei ,1.0,1 ,,30,Ja,Ja,Ja,,1 577,1.0,,,,,80,,Nei,,,7 874 212,862 477,8 736 689
